incident_id,datetime,area,crime_type,reporter_source,num_offenders,severity,population_density,socio_econ_index,hour,dayofweek,incident_next_24h
WOM100799,2023-04-13 11:10:00,Jaipur South,Harassment,News,3,2,8917,47.2,11,3,0
WOM100800,2023-06-11 03:30:00,Bengaluru East,Harassment,Police_Report,2,3,15732,53.7,3,6,0
WOM100801,2023-10-28 14:42:00,Jaipur South,Domestic Violence,Police_Report,4,2,11128,44.8,14,5,0
WOM100802,2023-08-23 14:27:00,Bhopal North,Molestation,Social_Media,2,5,17520,40.3,14,2,1
WOM100803,2023-12-08 21:13:00,Mumbai South,Assault,Social_Media,1,3,24733,66.7,21,4,0
WOM100804,2023-09-26 15:38:00,Lucknow Central,Assault,Police_Report,3,2,13773,41.4,15,1,0
WOM100805,2023-09-27 16:29:00,Lucknow Central,Assault,Police_Report,2,2,6539,47.6,16,2,0
WOM100806,2023-01-10 19:53:00,Bhopal North,Assault,Police_Report,1,4,14199,42.8,19,1,0
WOM100807,2023-06-17 04:53:00,Bhopal North,Harassment,Social_Media,2,3,13502,36.9,4,5,0
WOM100808,2023-02-08 09:58:00,Hyderabad West,Abduction,Police_Report,3,4,7063,73.1,9,2,1
WOM100809,2023-10-01 15:10:00,Bengaluru East,Harassment,Police_Report,3,2,9361,28.4,15,6,1
WOM100810,2023-09-19 22:17:00,Bengaluru East,Harassment,Social_Media,3,4,10238,56.0,22,1,0
WOM100811,2023-02-22 19:57:00,Hyderabad West,Domestic Violence,Police_Report,2,5,13415,48.0,19,2,1
WOM100812,2023-04-03 17:15:00,Chennai Central,Harassment,Police_Report,1,5,8337,57.2,17,0,1
WOM100813,2023-05-24 17:48:00,Hyderabad West,Harassment,Police_Report,2,2,7845,47.4,17,2,0
WOM100814,2023-03-29 10:05:00,Pune North,Harassment,News,3,4,7309,57.4,10,2,1
WOM100815,2023-05-11 13:34:00,Pune North,Rape,Police_Report,4,4,4511,54.2,13,3,1
WOM100816,2023-03-05 17:11:00,Lucknow Central,Domestic Violence,News,1,3,14513,58.8,17,6,0
WOM100817,2023-06-09 20:43:00,Jaipur South,Harassment,Police_Report,3,5,12331,76.2,20,4,0
WOM100818,2023-05-28 04:31:00,Hyderabad West,Abduction,Social_Media,2,5,15158,22.0,4,6,1
WOM100819,2023-12-17 19:15:00,Hyderabad West,Harassment,Police_Report,2,3,9142,51.2,19,6,1
WOM100820,2023-05-16 21:56:00,Chennai Central,Abduction,Police_Report,1,5,9017,35.1,21,1,0
WOM100821,2023-08-07 20:52:00,Delhi Central,Domestic Violence,Social_Media,1,4,13370,39.1,20,0,1
WOM100822,2023-01-01 02:06:00,Lucknow Central,Rape,Social_Media,1,4,15558,35.7,2,6,1
WOM100823,2023-01-20 04:32:00,Lucknow Central,Assault,Social_Media,2,5,15939,45.6,4,4,0
WOM100824,2023-12-14 10:35:00,Lucknow Central,Molestation,Social_Media,3,3,7537,66.8,10,3,1
WOM100825,2023-03-18 08:25:00,Jaipur South,Molestation,Police_Report,3,2,15785,44.3,8,5,0
WOM100826,2023-08-09 08:40:00,Bhopal North,Rape,Police_Report,1,2,18016,55.2,8,2,1
WOM100827,2023-06-24 05:09:00,Kolkata North,Abduction,Police_Report,1,2,13687,63.5,5,5,0
WOM100828,2023-12-13 07:56:00,Delhi Central,Assault,News,1,2,16631,37.2,7,2,1
WOM100829,2023-05-02 19:19:00,Jaipur South,Assault,Police_Report,4,4,14094,38.0,19,1,0
WOM100830,2023-11-17 22:00:00,Pune North,Harassment,News,1,2,7514,50.0,22,4,1
WOM100831,2023-04-04 15:49:00,Chennai Central,Harassment,Police_Report,2,4,15737,23.0,15,1,1
WOM100832,2023-05-05 06:34:00,Bhopal North,Domestic Violence,Social_Media,1,4,13552,80.1,6,4,1
WOM100833,2023-01-25 00:00:00,Pune North,Abduction,Police_Report,2,2,7919,50.1,0,2,1
WOM100834,2023-07-17 09:40:00,Bhopal North,Molestation,Police_Report,2,2,9728,58.4,9,0,1
WOM100835,2023-04-03 03:57:00,Bengaluru East,Harassment,Social_Media,2,2,13650,47.1,3,0,0
WOM100836,2023-05-05 00:35:00,Lucknow Central,Harassment,Police_Report,2,5,21589,59.5,0,4,1
WOM100837,2023-09-21 19:02:00,Bhopal North,Domestic Violence,News,2,5,19199,47.4,19,3,1
WOM100838,2023-12-10 11:12:00,Mumbai South,Assault,Social_Media,6,3,4001,58.4,11,6,0
WOM100839,2023-03-11 13:18:00,Lucknow Central,Harassment,Police_Report,1,4,12003,69.5,13,5,1
WOM100840,2023-04-28 00:22:00,Lucknow Central,Molestation,News,4,2,17955,17.0,0,4,0
WOM100841,2023-10-28 08:18:00,Chennai Central,Domestic Violence,Social_Media,2,5,10385,60.0,8,5,1
WOM100842,2023-08-18 10:28:00,Delhi Central,Assault,Social_Media,4,3,9979,42.1,10,4,1
WOM100843,2023-08-10 02:48:00,Pune North,Rape,Police_Report,3,4,9845,33.4,2,3,0
WOM100844,2023-11-22 04:36:00,Bhopal North,Domestic Violence,Police_Report,4,4,15379,28.3,4,2,0
WOM100845,2023-02-09 23:05:00,Bhopal North,Domestic Violence,Social_Media,3,4,13538,51.5,23,3,0
WOM100846,2023-12-22 03:31:00,Bengaluru East,Rape,News,3,5,14132,54.2,3,4,0
WOM100847,2023-01-10 04:24:00,Lucknow Central,Harassment,Police_Report,1,2,11214,40.6,4,1,1
WOM100848,2023-01-29 06:58:00,Hyderabad West,Abduction,Police_Report,2,2,18997,31.1,6,6,1
WOM100849,2023-05-06 12:40:00,Kolkata North,Harassment,Police_Report,3,4,10746,51.7,12,5,1
WOM100850,2023-11-21 02:45:00,Hyderabad West,Harassment,Police_Report,1,4,15520,51.0,2,1,0
WOM100851,2023-03-29 14:41:00,Bhopal North,Molestation,Social_Media,2,3,3696,59.0,14,2,0
WOM100852,2023-07-27 07:12:00,Hyderabad West,Abduction,Social_Media,1,3,11848,60.3,7,3,1
WOM100853,2023-05-20 23:39:00,Chennai Central,Domestic Violence,Police_Report,3,4,10120,67.5,23,5,1
WOM100854,2023-12-17 07:51:00,Mumbai South,Rape,News,3,3,12413,60.1,7,6,0
WOM100855,2023-08-17 22:30:00,Bhopal North,Molestation,Police_Report,3,5,5505,25.5,22,3,0
WOM100856,2023-06-02 01:27:00,Bhopal North,Rape,Social_Media,1,4,18541,49.9,1,4,0
WOM100857,2023-09-24 01:52:00,Mumbai South,Assault,Police_Report,1,3,12667,65.0,1,6,1
WOM100858,2023-03-07 11:10:00,Pune North,Assault,Police_Report,1,4,20997,62.7,11,1,1
WOM100859,2023-04-13 07:13:00,Mumbai South,Harassment,News,1,2,15137,86.4,7,3,0
WOM100860,2023-04-21 06:08:00,Hyderabad West,Assault,Police_Report,2,5,13060,63.3,6,4,1
WOM100861,2023-06-21 08:06:00,Chennai Central,Assault,Police_Report,4,4,12064,29.8,8,2,1
WOM100862,2023-01-14 18:16:00,Bengaluru East,Abduction,Police_Report,2,2,14658,26.3,18,5,0
WOM100863,2023-08-07 17:57:00,Pune North,Domestic Violence,Police_Report,1,4,15032,50.8,17,0,1
WOM100864,2023-04-19 07:49:00,Jaipur South,Molestation,Police_Report,1,2,14018,52.3,7,2,1
WOM100865,2023-05-24 10:04:00,Bengaluru East,Domestic Violence,Police_Report,4,3,21053,41.8,10,2,1
WOM100866,2023-04-16 11:18:00,Delhi Central,Abduction,News,2,2,16630,61.5,11,6,1
WOM100867,2023-10-30 04:45:00,Delhi Central,Assault,Social_Media,2,5,9469,12.3,4,0,0
WOM100868,2023-04-03 17:54:00,Delhi Central,Harassment,Police_Report,1,5,8825,43.0,17,0,1
WOM100869,2023-11-10 09:22:00,Delhi Central,Harassment,Social_Media,1,3,13772,15.8,9,4,1
WOM100870,2023-03-06 22:21:00,Chennai Central,Domestic Violence,Police_Report,3,4,12746,38.7,22,0,0
WOM100871,2023-07-03 11:43:00,Bengaluru East,Harassment,Police_Report,3,5,13114,44.8,11,0,1
WOM100872,2023-02-11 10:36:00,Lucknow Central,Domestic Violence,Police_Report,1,3,5511,65.8,10,5,0
WOM100873,2023-05-01 12:12:00,Kolkata North,Abduction,Police_Report,2,5,15565,31.7,12,0,0
WOM100874,2023-06-02 21:38:00,Pune North,Harassment,News,1,3,10506,48.0,21,4,1
WOM100875,2023-04-14 20:01:00,Jaipur South,Harassment,Police_Report,2,5,20905,42.1,20,4,0
WOM100876,2023-10-24 08:32:00,Hyderabad West,Assault,Social_Media,2,3,12940,48.2,8,1,0
WOM100877,2023-06-28 11:29:00,Bhopal North,Assault,Police_Report,5,5,11559,44.2,11,2,1
WOM100878,2023-04-06 15:17:00,Delhi Central,Domestic Violence,Police_Report,4,4,13969,46.2,15,3,1
WOM100879,2023-09-23 05:15:00,Jaipur South,Domestic Violence,Social_Media,1,2,9373,40.2,5,5,0
WOM100880,2023-07-28 19:49:00,Bhopal North,Abduction,Police_Report,6,5,18704,55.5,19,4,0
WOM100881,2023-05-10 08:00:00,Kolkata North,Rape,Police_Report,2,3,21499,66.5,8,2,0
WOM100882,2023-07-10 14:46:00,Jaipur South,Abduction,Police_Report,3,4,14927,50.6,14,0,0
WOM100883,2023-07-30 09:10:00,Bengaluru East,Molestation,Police_Report,3,5,14669,80.1,9,6,1
WOM100884,2023-08-04 21:54:00,Jaipur South,Harassment,News,1,3,9649,51.2,21,4,0
WOM100885,2023-02-24 14:23:00,Delhi Central,Domestic Violence,Police_Report,2,2,11965,62.1,14,4,0
WOM100886,2023-09-11 16:41:00,Kolkata North,Assault,Police_Report,2,3,14177,38.6,16,0,0
WOM100887,2023-05-08 13:15:00,Hyderabad West,Harassment,News,2,5,7406,48.3,13,0,1
WOM100888,2023-05-31 07:34:00,Lucknow Central,Harassment,Police_Report,1,3,18312,45.3,7,2,0
WOM100889,2023-03-18 02:15:00,Mumbai South,Abduction,Police_Report,1,3,5862,31.7,2,5,0
WOM100890,2023-05-25 04:06:00,Delhi Central,Harassment,Police_Report,6,2,3724,38.5,4,3,1
WOM100891,2023-12-18 06:15:00,Bhopal North,Harassment,Police_Report,2,5,18973,55.4,6,0,1
WOM100892,2023-07-23 08:22:00,Kolkata North,Molestation,Police_Report,1,5,15115,69.3,8,6,0
WOM100893,2023-02-22 22:18:00,Bengaluru East,Rape,Police_Report,2,2,8227,58.4,22,2,0
WOM100894,2023-08-22 11:19:00,Chennai Central,Domestic Violence,News,3,4,12623,55.0,11,1,1
WOM100895,2023-11-09 05:09:00,Kolkata North,Domestic Violence,Police_Report,1,3,12944,37.1,5,3,1
WOM100896,2023-11-29 06:06:00,Bhopal North,Molestation,Police_Report,3,3,12413,57.3,6,2,0
WOM100897,2023-11-17 20:52:00,Mumbai South,Abduction,Police_Report,2,3,7867,40.5,20,4,0
WOM100898,2023-08-21 05:22:00,Mumbai South,Harassment,Police_Report,2,5,13264,32.4,5,0,1
WOM100899,2023-01-28 18:26:00,Pune North,Rape,News,1,5,16657,36.5,18,5,0
WOM100900,2023-08-30 11:39:00,Lucknow Central,Domestic Violence,Police_Report,1,3,5093,48.2,11,2,1
WOM100901,2023-11-25 00:07:00,Bhopal North,Assault,Police_Report,2,5,10063,41.9,0,5,0
WOM100902,2023-08-16 03:13:00,Mumbai South,Assault,Police_Report,2,2,7358,54.3,3,2,0
WOM100903,2023-01-25 05:51:00,Pune North,Assault,Police_Report,3,2,8946,44.3,5,2,1
WOM100904,2023-10-23 03:57:00,Pune North,Molestation,Social_Media,2,5,13514,54.2,3,0,1
WOM100905,2023-01-09 10:55:00,Pune North,Assault,Police_Report,1,3,6816,45.3,10,0,1
WOM100906,2023-08-09 01:55:00,Kolkata North,Molestation,Police_Report,2,3,18945,49.3,1,2,1
WOM100907,2023-12-14 03:16:00,Pune North,Molestation,Police_Report,3,3,12278,35.3,3,3,1
WOM100908,2023-02-16 01:58:00,Delhi Central,Abduction,Police_Report,3,3,10453,71.5,1,3,1
WOM100909,2023-10-13 02:23:00,Bhopal North,Abduction,Police_Report,2,5,4415,25.5,2,4,0
WOM100910,2023-02-02 16:17:00,Delhi Central,Assault,Police_Report,2,4,12568,87.3,16,3,0
WOM100911,2023-07-06 07:34:00,Chennai Central,Harassment,News,2,4,12221,57.1,7,3,0
WOM100912,2023-06-26 21:26:00,Mumbai South,Harassment,Police_Report,2,3,6701,26.6,21,0,0
WOM100913,2023-07-13 04:16:00,Lucknow Central,Domestic Violence,News,3,3,8032,51.5,4,3,0
WOM100914,2023-04-27 04:12:00,Pune North,Assault,Police_Report,2,3,18884,53.3,4,3,1
WOM100915,2023-04-11 15:31:00,Bengaluru East,Harassment,Social_Media,2,4,10441,72.4,15,1,0
WOM100916,2023-11-05 02:36:00,Bengaluru East,Harassment,Police_Report,4,2,12175,29.8,2,6,0
WOM100917,2023-04-23 20:11:00,Mumbai South,Molestation,Social_Media,1,4,14211,29.8,20,6,0
WOM100918,2023-09-22 14:09:00,Chennai Central,Assault,Police_Report,3,5,11383,55.2,14,4,1
WOM100919,2023-10-07 02:41:00,Bengaluru East,Molestation,Police_Report,2,4,17413,52.9,2,5,0
WOM100920,2023-07-01 04:30:00,Delhi Central,Assault,Social_Media,1,5,9073,72.0,4,5,0
WOM100921,2023-01-17 03:16:00,Jaipur South,Abduction,Police_Report,1,3,10298,35.0,3,1,0
WOM100922,2023-03-03 01:55:00,Kolkata North,Harassment,Police_Report,5,5,10354,33.8,1,4,1
WOM100923,2023-06-10 06:25:00,Hyderabad West,Abduction,Police_Report,2,3,8825,78.1,6,5,1
WOM100924,2023-03-07 21:54:00,Bengaluru East,Abduction,Police_Report,4,2,8488,49.3,21,1,0
WOM100925,2023-05-25 10:30:00,Lucknow Central,Harassment,Police_Report,1,3,12118,38.8,10,3,0
WOM100926,2023-09-20 18:27:00,Pune North,Abduction,Police_Report,3,3,17399,60.6,18,2,1
WOM100927,2023-05-15 21:49:00,Lucknow Central,Abduction,Police_Report,1,2,7288,19.2,21,0,0
WOM100928,2023-09-30 12:17:00,Bhopal North,Domestic Violence,Police_Report,3,3,11247,55.7,12,5,0
WOM100929,2023-04-06 22:35:00,Kolkata North,Domestic Violence,Police_Report,1,3,15054,40.5,22,3,0
WOM100930,2023-03-25 19:14:00,Delhi Central,Assault,Police_Report,2,3,19917,42.5,19,5,1
WOM100931,2023-06-28 06:33:00,Chennai Central,Abduction,Police_Report,4,4,15757,69.4,6,2,1
WOM100932,2023-11-03 14:21:00,Kolkata North,Molestation,News,3,5,11176,56.4,14,4,1
WOM100933,2023-02-16 23:22:00,Hyderabad West,Rape,Police_Report,1,3,9757,33.1,23,3,1
WOM100934,2023-03-04 13:33:00,Jaipur South,Molestation,News,1,4,16517,50.8,13,5,0
WOM100935,2023-12-19 12:06:00,Bengaluru East,Assault,Social_Media,3,3,15532,51.8,12,1,1
WOM100936,2023-05-31 20:15:00,Chennai Central,Domestic Violence,News,2,5,12064,46.1,20,2,0
WOM100937,2023-01-25 23:14:00,Chennai Central,Abduction,Social_Media,2,3,11169,35.6,23,2,1
WOM100938,2023-01-20 08:16:00,Bengaluru East,Harassment,Social_Media,3,5,20068,53.4,8,4,1
WOM100939,2023-12-11 03:13:00,Bengaluru East,Rape,Police_Report,2,4,19455,60.5,3,0,0
WOM100940,2023-08-13 05:58:00,Bengaluru East,Domestic Violence,Police_Report,4,4,13568,56.8,5,6,0
WOM100941,2023-01-17 11:52:00,Bengaluru East,Harassment,Police_Report,2,3,12825,39.3,11,1,1
WOM100942,2023-04-14 07:17:00,Bengaluru East,Harassment,News,4,2,7404,47.6,7,4,1
WOM100943,2023-08-06 22:37:00,Chennai Central,Rape,News,1,5,12179,16.9,22,6,1
WOM100944,2023-03-23 01:39:00,Mumbai South,Harassment,Social_Media,2,3,16833,74.0,1,3,0
WOM100945,2023-06-15 06:49:00,Mumbai South,Harassment,News,1,4,4275,41.0,6,3,0
WOM100946,2023-05-25 10:20:00,Lucknow Central,Assault,News,3,3,14409,42.2,10,3,0
WOM100947,2023-06-28 04:49:00,Mumbai South,Harassment,Police_Report,2,5,14753,30.3,4,2,1
WOM100948,2023-09-28 00:22:00,Hyderabad West,Molestation,Social_Media,1,3,14764,62.9,0,3,1
WOM100949,2023-08-22 19:16:00,Mumbai South,Assault,Police_Report,1,5,9387,65.4,19,1,0
WOM100950,2023-08-27 23:38:00,Chennai Central,Abduction,Police_Report,4,4,10711,41.5,23,6,1
WOM100951,2023-08-10 00:37:00,Bengaluru East,Molestation,Police_Report,3,2,9518,32.9,0,3,0
WOM100952,2023-12-26 21:51:00,Pune North,Abduction,Police_Report,3,2,19956,50.3,21,1,1
WOM100953,2023-08-13 14:12:00,Pune North,Assault,Social_Media,3,4,18231,45.1,14,6,1
WOM100954,2023-12-04 02:17:00,Hyderabad West,Domestic Violence,Police_Report,2,4,13491,61.2,2,0,0
WOM100955,2023-10-27 14:59:00,Bhopal North,Assault,News,3,3,12133,48.0,14,4,0
WOM100956,2023-05-11 20:56:00,Chennai Central,Assault,Police_Report,1,4,11968,47.0,20,3,0
WOM100957,2023-04-20 12:49:00,Delhi Central,Domestic Violence,Police_Report,3,4,10747,60.1,12,3,1
WOM100958,2023-06-08 16:24:00,Kolkata North,Rape,Social_Media,1,5,4483,26.4,16,3,0
WOM100959,2023-01-29 08:09:00,Lucknow Central,Domestic Violence,Social_Media,2,3,12161,45.3,8,6,0
WOM100960,2023-02-05 13:46:00,Delhi Central,Molestation,Police_Report,1,5,20111,52.9,13,6,0
WOM100961,2023-12-13 21:12:00,Chennai Central,Domestic Violence,Police_Report,3,3,13173,43.6,21,2,1
WOM100962,2023-11-27 09:41:00,Mumbai South,Domestic Violence,Police_Report,1,3,9527,54.2,9,0,1
WOM100963,2023-01-21 10:02:00,Bengaluru East,Rape,News,2,2,13036,53.3,10,5,0
WOM100964,2023-01-03 23:03:00,Delhi Central,Harassment,Social_Media,2,2,11118,63.2,23,1,0
WOM100965,2023-05-04 13:00:00,Kolkata North,Assault,Police_Report,1,4,8017,45.9,13,3,0
WOM100966,2023-08-22 13:26:00,Bhopal North,Domestic Violence,Police_Report,3,3,7522,19.5,13,1,0
WOM100967,2023-06-05 15:37:00,Pune North,Abduction,News,2,4,12144,26.8,15,0,1
WOM100968,2023-11-11 01:48:00,Bhopal North,Harassment,Social_Media,3,5,6155,57.0,1,5,0
WOM100969,2023-07-26 20:41:00,Kolkata North,Assault,Social_Media,2,4,12067,52.7,20,2,1
WOM100970,2023-09-10 09:56:00,Bengaluru East,Assault,Police_Report,2,5,11659,46.6,9,6,0
WOM100971,2023-09-02 05:47:00,Mumbai South,Abduction,News,1,2,14881,47.7,5,5,0
WOM100972,2023-12-21 13:45:00,Kolkata North,Rape,Social_Media,1,2,11358,40.3,13,3,1
WOM100973,2023-09-29 07:59:00,Lucknow Central,Molestation,Social_Media,1,5,7792,40.3,7,4,0
WOM100974,2023-11-29 21:21:00,Kolkata North,Domestic Violence,Police_Report,2,5,12616,41.8,21,2,0
WOM100975,2023-03-12 09:31:00,Chennai Central,Rape,News,2,5,16178,45.8,9,6,0
WOM100976,2023-05-14 11:12:00,Mumbai South,Assault,Social_Media,2,4,9886,51.8,11,6,0
WOM100977,2023-04-15 09:22:00,Bengaluru East,Assault,News,2,5,18426,48.9,9,5,0
WOM100978,2023-01-15 16:52:00,Pune North,Assault,Police_Report,1,3,12460,45.1,16,6,1
WOM100979,2023-12-23 11:19:00,Pune North,Abduction,Police_Report,3,5,10570,60.4,11,5,0
WOM100980,2023-06-04 09:20:00,Kolkata North,Harassment,Police_Report,1,2,9496,63.0,9,6,0
WOM100981,2023-10-18 06:18:00,Chennai Central,Abduction,Police_Report,1,5,12783,70.1,6,2,1
WOM100982,2023-01-08 16:06:00,Delhi Central,Domestic Violence,Police_Report,1,2,11627,47.2,16,6,1
WOM100983,2023-06-08 09:11:00,Bhopal North,Assault,Police_Report,2,2,6856,42.2,9,3,0
WOM100984,2023-09-20 14:45:00,Bhopal North,Molestation,Police_Report,1,4,18367,49.0,14,2,0
WOM100985,2023-10-17 03:26:00,Bhopal North,Abduction,Social_Media,2,5,10654,41.8,3,1,1
WOM100986,2023-07-05 09:57:00,Delhi Central,Harassment,Police_Report,2,2,18333,49.8,9,2,0
WOM100987,2023-12-02 03:35:00,Chennai Central,Assault,Police_Report,2,3,7634,56.1,3,5,1
WOM100988,2023-10-16 04:48:00,Bhopal North,Domestic Violence,News,3,5,15846,51.6,4,0,0
WOM100989,2023-05-23 17:50:00,Lucknow Central,Assault,Police_Report,1,5,17423,47.6,17,1,0
WOM100990,2023-06-20 01:23:00,Delhi Central,Harassment,Police_Report,2,2,17090,59.6,1,1,1
WOM100991,2023-11-16 19:14:00,Delhi Central,Abduction,Police_Report,2,4,13601,75.1,19,3,1
WOM100992,2023-03-26 13:49:00,Bengaluru East,Molestation,Police_Report,4,4,15986,39.4,13,6,0
WOM100993,2023-02-15 20:17:00,Bengaluru East,Assault,Police_Report,4,5,13874,55.0,20,2,0
WOM100994,2023-05-04 20:56:00,Mumbai South,Molestation,Police_Report,3,5,7878,47.1,20,3,0
WOM100995,2023-12-13 14:57:00,Lucknow Central,Rape,News,4,4,13652,37.3,14,2,0
WOM100996,2023-10-01 02:36:00,Lucknow Central,Harassment,Police_Report,5,4,7637,39.2,2,6,0
WOM100997,2023-02-08 10:17:00,Mumbai South,Domestic Violence,Police_Report,1,3,7099,43.9,10,2,0
WOM100998,2023-07-11 07:34:00,Lucknow Central,Assault,Social_Media,2,5,13119,73.6,7,1,0
WOM100999,2023-01-17 21:54:00,Hyderabad West,Harassment,Police_Report,2,5,9636,64.3,21,1,1
WOM101000,2023-02-01 09:06:00,Jaipur South,Domestic Violence,Police_Report,1,5,18359,36.6,9,2,1
WOM101001,2023-10-24 16:36:00,Bhopal North,Domestic Violence,News,2,4,18738,58.2,16,1,0
WOM101002,2023-12-14 03:23:00,Bengaluru East,Harassment,Police_Report,1,2,22953,35.4,3,3,0
WOM101003,2023-07-18 01:15:00,Mumbai South,Molestation,News,1,3,6544,40.6,1,1,0
WOM101004,2023-03-29 11:55:00,Mumbai South,Domestic Violence,Police_Report,3,4,7479,69.7,11,2,0
WOM101005,2023-06-20 14:50:00,Lucknow Central,Molestation,Social_Media,1,4,15475,79.8,14,1,0
WOM101006,2023-08-19 09:30:00,Delhi Central,Assault,Police_Report,2,3,10736,21.6,9,5,0
WOM101007,2023-10-25 21:48:00,Pune North,Molestation,Police_Report,3,5,9107,50.5,21,2,1
WOM101008,2023-05-06 09:13:00,Kolkata North,Assault,Social_Media,2,2,10468,56.1,9,5,1
WOM101009,2023-06-30 06:08:00,Kolkata North,Harassment,News,3,3,11710,45.9,6,4,0
WOM101010,2023-08-10 17:18:00,Mumbai South,Domestic Violence,Social_Media,2,2,14649,52.1,17,3,0
WOM101011,2023-04-16 06:03:00,Bhopal North,Domestic Violence,Social_Media,2,5,4748,43.9,6,6,0
WOM101012,2023-10-01 07:14:00,Hyderabad West,Abduction,News,3,2,13632,59.4,7,6,1
WOM101013,2023-05-21 15:03:00,Bhopal North,Assault,Police_Report,1,5,11232,44.9,15,6,0
WOM101014,2023-04-10 12:46:00,Mumbai South,Harassment,Police_Report,2,4,8829,58.4,12,0,1
WOM101015,2023-01-08 21:04:00,Bhopal North,Abduction,Police_Report,1,5,17554,64.8,21,6,0
WOM101016,2023-10-02 06:46:00,Bengaluru East,Assault,Social_Media,1,3,10282,62.7,6,0,0
WOM101017,2023-03-15 05:03:00,Bhopal North,Abduction,Social_Media,4,3,10627,47.2,5,2,0
WOM101018,2023-08-11 08:37:00,Lucknow Central,Assault,Social_Media,2,5,10882,16.1,8,4,0
WOM101019,2023-11-19 06:31:00,Lucknow Central,Molestation,News,1,5,18245,57.3,6,6,1
WOM101020,2023-05-10 17:53:00,Hyderabad West,Abduction,Social_Media,4,4,12435,28.3,17,2,1
WOM101021,2023-02-23 18:54:00,Bengaluru East,Domestic Violence,Police_Report,3,4,11722,56.9,18,3,1
WOM101022,2023-06-28 21:14:00,Pune North,Molestation,Police_Report,1,5,15535,55.7,21,2,1
WOM101023,2023-12-22 11:37:00,Delhi Central,Abduction,News,2,2,3067,46.9,11,4,0
WOM101024,2023-09-02 23:04:00,Bengaluru East,Harassment,Police_Report,2,4,12812,51.0,23,5,1
WOM101025,2023-12-25 10:22:00,Chennai Central,Harassment,Police_Report,3,3,12871,71.8,10,0,1
WOM101026,2023-01-27 03:21:00,Jaipur South,Domestic Violence,Police_Report,1,4,15309,69.4,3,4,0
WOM101027,2023-09-14 06:40:00,Mumbai South,Harassment,Police_Report,2,4,13175,44.7,6,3,0
WOM101028,2023-08-10 03:00:00,Chennai Central,Abduction,Social_Media,3,4,7481,21.7,3,3,1
WOM101029,2023-07-15 14:45:00,Hyderabad West,Harassment,Police_Report,3,4,5365,73.6,14,5,1
WOM101030,2023-11-27 05:26:00,Chennai Central,Harassment,News,3,5,14551,26.3,5,0,0
WOM101031,2023-02-01 02:53:00,Lucknow Central,Abduction,Police_Report,3,4,10035,51.4,2,2,0
WOM101032,2023-07-18 18:14:00,Bhopal North,Molestation,Social_Media,3,2,10686,48.9,18,1,0
WOM101033,2023-08-26 23:43:00,Delhi Central,Abduction,Social_Media,1,4,8571,56.5,23,5,0
WOM101034,2023-05-23 02:15:00,Kolkata North,Molestation,Social_Media,2,4,12056,69.5,2,1,1
WOM101035,2023-11-28 00:17:00,Mumbai South,Molestation,News,3,3,11710,50.9,0,1,0
WOM101036,2023-10-05 17:53:00,Kolkata North,Harassment,Police_Report,1,4,7114,42.4,17,3,1
WOM101037,2023-07-19 18:14:00,Bhopal North,Assault,Police_Report,2,3,15083,54.3,18,2,0
WOM101038,2023-07-15 12:50:00,Lucknow Central,Domestic Violence,Police_Report,1,3,9145,29.6,12,5,1
WOM101039,2023-01-26 21:05:00,Lucknow Central,Rape,News,4,5,17705,39.7,21,3,0
WOM101040,2023-06-23 03:21:00,Bhopal North,Abduction,News,3,3,12846,46.8,3,4,0
WOM101041,2023-02-15 22:30:00,Mumbai South,Molestation,Police_Report,2,3,11651,58.1,22,2,0
WOM101042,2023-03-04 05:33:00,Kolkata North,Harassment,Social_Media,1,2,5965,70.8,5,5,0
WOM101043,2023-08-23 01:34:00,Bengaluru East,Harassment,Police_Report,2,2,14161,66.2,1,2,1
WOM101044,2023-03-26 14:26:00,Lucknow Central,Abduction,Police_Report,2,3,11841,63.8,14,6,1
WOM101045,2023-11-09 17:48:00,Kolkata North,Assault,Social_Media,3,5,12685,66.4,17,3,0
WOM101046,2023-05-26 20:17:00,Pune North,Harassment,Police_Report,2,2,17268,58.8,20,4,1
WOM101047,2023-04-04 02:15:00,Kolkata North,Assault,Police_Report,1,2,15479,51.2,2,1,0
WOM101048,2023-12-07 14:17:00,Pune North,Harassment,Social_Media,2,5,16459,35.0,14,3,0
WOM101049,2023-11-09 13:02:00,Pune North,Abduction,Social_Media,1,4,2353,50.5,13,3,1
WOM101050,2023-03-07 07:51:00,Lucknow Central,Rape,Police_Report,1,2,11164,25.4,7,1,0
WOM101051,2023-08-01 23:31:00,Mumbai South,Rape,Social_Media,2,3,5632,42.2,23,1,0
WOM101052,2023-04-12 15:49:00,Hyderabad West,Domestic Violence,Police_Report,2,3,13888,51.0,15,2,0
WOM101053,2023-07-07 07:08:00,Lucknow Central,Assault,Police_Report,4,3,4472,50.9,7,4,1
WOM101054,2023-06-26 16:44:00,Mumbai South,Abduction,Social_Media,4,5,16214,40.6,16,0,0
WOM101055,2023-05-28 02:37:00,Mumbai South,Harassment,Police_Report,3,3,18279,24.1,2,6,0
WOM101056,2023-03-18 09:37:00,Chennai Central,Assault,Police_Report,3,4,11264,41.6,9,5,0
WOM101057,2023-03-27 20:18:00,Bhopal North,Harassment,Police_Report,3,5,13369,46.2,20,0,0
